Name,Year,Genre,Publisher,Studio,Critic_Score,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform
Dead Space 2,2011,Shooter,Electronic Arts,Visceral Games,8.9,1.7999999999999998,1.08,0.0,0.38,3.27,Multi_Plateforme
Dead Space Extraction,2009,Shooter,Electronic Arts,Visceral Games,8.2,0.32,0.1,0.01,0.04,0.47,Wii
Dead or Alive,1998,Fighting,Tecmo,Team Ninja,8.3,0.09,0.06,0.1,0.02,0.28,PS
Dead or Alive 2,2000,Fighting,Tecmo,Team Ninja,9.0,0.0,0.0,0.14,0.0,0.14,DC
Dead or Alive 3,2001,Fighting,Tecmo,Team Ninja,8.3,1.19,0.29,0.24,0.06,1.77,XB
Dead or Alive 4,2005,Fighting,Tecmo,Team Ninja,8.6,0.3,0.03,0.1,0.03,0.47,X360
Dead or Alive 5,2012,Fighting,Tecmo Koei,Team Ninja,7.6,0.43000000000000005,0.22999999999999998,0.24,0.1,0.98,PS3
Dead or Alive 5 Last Round,2015,Fighting,Tecmo Koei,Team Ninja,7.1,0.14,0.16,0.09999999999999999,0.05,0.44999999999999996,PS4
Dead or Alive Paradise,2010,Misc,Tecmo,Team Ninja,4.5,0.08,0.02,0.07,0.02,0.2,PSP
Dead or Alive Ultimate,2004,Fighting,Tecmo,Team Ninja,8.1,0.3,0.1,0.08,0.02,0.5,XB
Dead or Alive Xtreme 2,2006,Sports,Tecmo,Team Ninja,5.3,0.15,0.02,0.06,0.02,0.25,X360
Dead or Alive Xtreme Beach Volleyball,2003,Sports,Tecmo,Team Ninja,6.6,0.36,0.08,0.14,0.02,0.59,XB
Dead or Alive: Dimensions,2011,Fighting,Tecmo Koei,Team Ninja,7.8,0.13,0.22,0.07,0.03,0.45,3DS
Dead to Rights,2004,Shooter,Namco,Torus Games,3.6,0.01,0.0,0.0,0.0,0.02,GBA
Dead to Rights: Reckoning,2005,Shooter,Namco,Rebellion Developments,5.2,0.12,0.0,0.0,0.01,0.13,PSP
Dead to Rights: Retribution,2010,Shooter,Namco Bandai,Volatile Games,5.7,0.21000000000000002,0.2,0.02,0.07,0.49,PS3
Deadly Creatures,2009,Action,THQ,Rainbow Studios,6.9,0.08,0.12,0.0,0.02,0.22,Wii
Deadly Premonition,2010,Action,Ignition Entertainment,Access Games,6.0,0.18,0.06,0.0,0.02,0.26,X360
Death Jr.,2005,Platform,Konami,Backbone Entertainment,5.9,0.17,0.0,0.0,0.01,0.19,PSP
Death Jr. II: Root of Evil,2006,Platform,Konami,Backbone Entertainment,6.9,0.05,0.0,0.0,0.0,0.05,PSP
Death Jr.: Root of Evil,2008,Platform,Eidos Interactive,Backbone Entertainment,7.3,0.1,0.0,0.0,0.01,0.11,Wii
DeathSmiles,2010,Shooter,Aksys Games,Cave,8.0,0.15,0.06,0.05,0.02,0.28,X360
Deca Sports,2008,Sports,Hudson Soft,CAProduction,5.3,1.11,0.86,0.29,0.25,2.5,Wii
Def Jam Fight For NY: The Takeover,2006,Action,Electronic Arts,Aki Corp,8.0,0.08,0.0,0.0,0.01,0.09,PSP
Def Jam Icon,2007,Action,Electronic Arts,Unknown,6.3,0.45999999999999996,0.2,0.0,0.1,0.78,PS3
Def Jam Rapstar,2010,Misc,Konami,4mm Games / Terminal Reality,7.4,0.53,0.07,0.0,0.06,0.6499999999999999,PS3
Def Jam Vendetta,2003,Fighting,EA Sports BIG,Aki Corporation,8.8,0.19,0.05,0.0,0.01,0.25,GC
Defender,2002,Shooter,Midway Games,OutLook Entertainment,3.5,0.0,0.0,0.0,0.0,0.01,GBA
Defender of the Crown,2002,Strategy,Metro 3D,Crawfish Interactive,6.8,0.0,0.0,0.0,0.0,0.0,GBA
Dementium II,2010,Shooter,SouthPeak Interactive,Renegade Kid,7.5,0.09,0.02,0.0,0.01,0.11,DS
Dementium: The Ward,2007,Shooter,Gamecock,Renegade Kid,7.5,0.15,0.01,0.0,0.01,0.17,DS
DemiKids: Dark Version,2003,Role-Playing,Atlus,Atlus Co.,6.6,0.02,0.01,0.0,0.0,0.02,GBA
DemiKids: Light Version,2003,Role-Playing,Atlus,Atlus Co.,6.6,0.02,0.01,0.0,0.0,0.02,GBA
Demigod,2009,Strategy,Atari,Gas Powered Games,7.2,0.0,0.02,0.0,0.0,0.02,PC
Demon's Souls,2009,Role-Playing,Atlus,From Software,9.1,0.97,0.34,0.35,0.17,1.83,PS3
Denki Blocks!,2001,Puzzle,Majesco,Denki,8.0,0.03,0.01,0.0,0.0,0.04,GBA
Desert Strike Advance,2002,Simulation,Electronic Arts,BudCat Creations,6.8,0.05,0.02,0.0,0.0,0.06,GBA
Destiny,2014,Shooter,Activision,Bungie,8.3,2.17,0.92,0.0,0.32,3.41,XOne
Destroy All Humans! Big Willy Unleashed,2008,Action,THQ,Locomotive Games,5.3,0.12,0.0,0.0,0.01,0.13,Wii
Destroy All Humans! Path of the Furon,2008,Action,THQ,Sandblast Games,4.1,0.08,0.12,0.0,0.02,0.22,PS3
Detective Pikachu,2018,Adventure,Nintendo,Creatures Inc.,7.1,0.15,0.17,0.12,0.03,0.47,3DS
Detroit: Become Human,2018,Adventure,Sony Interactive Entertainment,Quantic Dream,8.0,0.55,0.67,0.12,0.24,1.57,PS4
Deus Ex,2000,Shooter,Eidos Interactive,Ion Storm,9.2,0.0,0.01,0.0,0.0,0.01,PC
Deus Ex: Human Revolution,2011,Shooter,Square Enix,Eidos Montreal,8.8,1.57,1.38,0.09000000000000001,0.43,3.4499999999999997,Multi_Plateforme
Deus Ex: Invisible War,2003,Shooter,Eidos Interactive,Ion Storm,8.5,0.25,0.07,0.0,0.01,0.33,PC
Deus Ex: The Conspiracy,2002,Action,Eidos Interactive,Ion Storm,8.0,0.1,0.08,0.0,0.03,0.21,PS2
Devil May Cry,2001,Action,Capcom,Capcom,9.1,1.36,0.86,0.64,0.13,2.99,PS2
Devil May Cry 2,2003,Action,Capcom,Capcom,6.5,0.71,0.58,0.51,0.17,1.97,PS2
Devil May Cry 3: Dante's Awakening,2005,Action,Capcom,Capcom,8.6,0.99,0.63,0.29,0.19,2.09,PS2
Devil May Cry 3: Dante's Awakening Special Edition,2006,Action,Capcom,Capcom,7.1,1.06,0.83,0.05,0.28,2.2199999999999998,PC
Devil May Cry 4,2008,Action,Capcom,Capcom,7.5,1.38,0.81,0.42000000000000004,0.33,2.96,Multi_Plateforme
Devil's Third,2015,Action,Nintendo,Valhalla Game Studios,3.8,0.03,0.02,0.0,0.0,0.05,WiiU
Dexter's Laboratory Deesaster Strikes,2001,Adventure,BAM! Entertainment,Virtucraft,6.5,0.3,0.11,0.0,0.01,0.41,GBA
DiRT,2007,Racing,Codemasters,Codemasters,8.3,0.54,1.06,0.0,0.32,1.92,PS3
DiRT 2,2009,Racing,Codemasters,Codemasters,8.8,0.6900000000000001,1.19,0.0,0.33,2.21,Multi_Plateforme
DiRT 3,2011,Racing,Codemasters,Codemasters,9.0,0.5,1.1099999999999999,0.02,0.29000000000000004,1.92,Multi_Plateforme
Diablo,1996,Role-Playing,Blizzard Entertainment,Blizzard Entertainment,8.3,0.3,1.77,0.07,0.04,2.17,PC
Diablo II,2000,Role-Playing,Blizzard Entertainment,Blizzard North,8.8,0.01,0.11,0.0,0.02,0.14,PC
Diablo III,2012,Role-Playing,Blizzard Entertainment,Blizzard Entertainment,9.0,2.5,2.23,0.0,0.53,5.26,PC
Diablo III: Eternal Collection,2018,Action,Blizzard Entertainment,Blizzard Entertainment,9.0,0.38,0.22,0.01,0.06,0.67,NS
Diddy Kong Racing,1997,Racing,Nintendo,Rare Ltd.,8.3,2.91,0.99,0.89,0.1,4.88,N64
Diddy Kong Racing DS,2007,Racing,Nintendo,Rare Ltd.,5.1,1.09,0.04,0.0,0.09,1.22,DS
Die Hard Trilogy,1996,Shooter,Fox Interactive,Probe Entertainment Limited,8.5,0.85,0.58,0.0,0.1,1.54,PS
Digimon Battle Spirit 2,2003,Fighting,Bandai,Dimps Corporation,7.0,0.11,0.04,0.0,0.0,0.15,GBA
Digimon Racing,2004,Racing,Bandai,Griptonite Games,6.0,0.09,0.03,0.0,0.0,0.13,GBA
Digimon World 4,2005,Role-Playing,Bandai,Bandai,5.2,0.07,0.02,0.0,0.0,0.09,GC
Dillon's Dead-Heat Breakers,2018,Action,Nintendo,Nintendo,7.0,0.0,0.0,0.0,0.0,0.0,3DS
Diner Dash: Sizzle & Serve,2007,Puzzle,Eidos Interactive,Game Lab / Play First,5.9,0.11,0.0,0.0,0.01,0.12,PSP
Dino Crisis,1999,Action,Capcom,Capcom Production Studio 4,8.9,0.81,0.76,0.7,0.14,2.41,PS
Dino Crisis 2,2000,Action,Capcom,Capcom Production Studio 4,8.8,0.34,0.49,0.28,0.1,1.21,PS
Dino Master: Dig Discover Duel,2006,Strategy,Majesco,Creative Office,2.5,0.06,0.0,0.0,0.0,0.07,DS
Dinotopia: The Sunstone Odyssey,2003,Action,TDK Mediactive,Vicious Cycle,4.7,0.01,0.0,0.0,0.0,0.02,GC
Dinotopia: The Timestone Pirates,2002,Action,TDK Core,TDK Mediactive,6.1,0.14,0.05,0.0,0.0,0.19,GBA
Dirge of Cerberus: Final Fantasy VII,2006,Shooter,Square Enix,Square Enix,5.7,0.9299999999999999,0.37,1.03,0.12,2.45,PS2
Disaster: Day of Crisis,2008,Action,Nintendo,Monolith Soft,6.4,0.0,0.03,0.04,0.0,0.07,Wii
Disgaea 1 Complete,2018,Role-Playing,NIS America,Nippon Ichi Software,8.0,0.03,0.01,0.01,0.0,0.06,NS
Disgaea 2: Cursed Memories,2006,Role-Playing,NIS America,Nippon Ichi Software,7.9,0.09,0.07,0.15,0.02,0.33,PS2
Disgaea 2: Dark Hero Days,2009,Role-Playing,NIS America,Nippon Ichi Software,8.1,0.1,0.01,0.12,0.02,0.25,PSP
Disgaea 3: Absence of Justice,2008,Role-Playing,NIS America,Nippon Ichi Software,7.8,0.36,0.03,0.11,0.05,0.55,PS3
Disgaea 4: A Promise Unforgotten,2011,Role-Playing,NIS America,Nippon Ichi Software,7.9,0.27,0.11,0.14,0.06,0.58,PS3
Disgaea 5 Complete,2017,Role-Playing,NIS America,Nippon Ichi Software,9.0,0.15,0.11,0.05,0.02,0.34,NS
Disgaea DS,2008,Role-Playing,NIS America,Nippon Ichi Software,8.0,0.11,0.01,0.05,0.01,0.18,DS
Disgaea Infinite,2010,Adventure,NIS America,Nippon Ichi Software,6.8,0.08,0.0,0.01,0.02,0.1,PSP
Disgaea: Afternoon of Darkness,2007,Role-Playing,NIS America,Nippon Ichi Software,8.7,0.15,0.02,0.04,0.02,0.24,PSP
Disgaea: Hour of Darkness,2003,Role-Playing,Atlus,Nippon Ichi Software,8.8,0.16,0.13,0.0,0.04,0.33,PS2
Disney Epic Mickey,2010,Platform,Disney Interactive Studios,Junction Point Studios,7.0,2.04,0.63,0.12,0.23,3.02,Wii
Disney Epic Mickey 2: The Power of Two,2012,Platform,Disney Interactive Studios,Junction Point Studios,5.9,0.13,0.08,0.01,0.02,0.24,WiiU
Disney Infinity,2013,Action-Adventure,Disney Interactive Studios,Avalanche Software,7.6,0.37,0.24,0.0,0.06,0.67,WiiU
Disney Infinity 2.0: Marvel Super Heroes,2014,Action-Adventure,Disney Interactive Studios,Avalanche Software,8.0,0.37,0.25,0.0,0.13,0.75,PS4
Disney Magic Castle: My Happy Life,2014,Simulation,Nintendo,High Horse Entertainment,7.9,0.17,0.2,0.53,0.03,0.94,3DS
Disney Magic World 2,2016,Simulation,Nintendo,High Horse Entertainment,7.5,0.07,0.25,0.23,0.02,0.58,3DS
Disney Sing It: Pop Hits,2009,Misc,Disney Interactive Studios,Zoe Mode,6.8,1.07,0.28,0.0,0.12,1.48,Wii
Disney Sports Basketball,2002,Sports,Konami,Konami,4.0,0.02,0.0,0.0,0.0,0.03,GBA
Disney Sports Football,2002,Sports,Konami,Konami,6.2,0.01,0.01,0.0,0.0,0.02,GBA
Disney Sports Motocross,2003,Racing,Konami,Konami,5.2,0.0,0.0,0.0,0.0,0.0,GBA
Disney Sports Skateboarding,2002,Sports,Konami,KCEO,2.6,0.1,0.03,0.0,0.0,0.13,GBA
Disney Sports Snowboarding,2003,Sports,Konami,Konami,5.1,0.0,0.0,0.0,0.0,0.0,GBA
Disney Sports Soccer,2002,Sports,Konami,Konami,7.3,0.02,0.01,0.0,0.0,0.03,GBA
Disney Universe,2011,Action,Disney Interactive Studios,Disney Interactive Studios,6.7,0.6699999999999999,0.37,0.0,0.14,1.19,PS3
Disney's Aladdin,2004,Platform,Capcom,Disney Interactive,5.9,0.02,0.01,0.0,0.0,0.03,GBA
Disney's Atlantis: The Lost Empire,2001,Platform,THQ,3d6 Games,6.0,0.09,0.03,0.0,0.0,0.12,GBA
Disney's Chicken Little,2005,Platform,Buena Vista,Avalanche Software,7.0,1.13,0.51,0.0,0.09999999999999999,1.76,Multi_Plateforme
Disney's Chicken Little: Ace In Action,2006,Shooter,Buena Vista,Avalanche Software,6.0,0.15,0.0,0.0,0.01,0.16,DS
Disney's Cinderella: Magical Dreams,2005,Platform,Buena Vista,Culture Brain,6.0,0.1,0.04,0.0,0.0,0.14,GBA
Disney's Donald Duck Advance,2001,Platform,Ubisoft,Ubisoft,6.5,0.05,0.02,0.0,0.0,0.07,GBA
Disney's Extreme Skate Adventure,2003,Sports,Activision,Toys for Bob,6.6,0.29000000000000004,0.1,0.0,0.01,0.4,GBA
Disney's Hide & Sneak,2003,Action,Capcom,Capcom,4.7,0.03,0.01,0.0,0.0,0.03,GC
Disney's Home on the Range,2004,Action,Disney Interactive Studios,Artificial Mind and Movement,5.0,0.12,0.04,0.0,0.0,0.17,GBA
Disney's Kim Possible 2: Drakken's Demise,2004,Platform,Disney Interactive Studios,Artificial Mind and Movement,8.3,0.47,0.17,0.0,0.01,0.66,GBA
Disney's Kim Possible 3: Team Possible,2005,Platform,Disney Interactive Studios,Artificial Mind and Movement,9.0,0.33,0.12,0.0,0.01,0.46,GBA
Disney's Kim Possible: Revenge of Monkey Fist,2002,Platform,Disney Interactive Studios,Digital Eclipse,5.0,0.37,0.14,0.0,0.01,0.51,GBA
Disney's Lilo & Stitch,2002,Action,Disney Interactive Studios,Digital Eclipse,8.0,0.77,0.29,0.0,0.02,1.08,GBA
Disney's Magical Mirror Starring Mickey Mouse,2002,Adventure,Nintendo,Capcom,4.0,0.15,0.04,0.0,0.01,0.19,GC
Disney's Magical Quest 2 Starring Mickey and Minnie,2003,Action,Capcom,Capcom,5.6,0.05,0.02,0.0,0.0,0.06,GBA
Disney's Magical Quest 3 Starring Mickey and Donald,2005,Action,Capcom,Capcom Entertainment,6.5,0.02,0.01,0.0,0.0,0.02,GBA
Disney's Magical Quest Starring Mickey and Minnie,2002,Action,Nintendo,Capcom,6.1,0.16,0.06,0.0,0.0,0.22,GBA
Disney's PK: Out of the Shadows,2002,Platform,Ubisoft,Ubisoft,4.0,0.04,0.01,0.0,0.0,0.05,GC
Disney's Party,2003,Misc,Electronic Arts,Jupiter Corporation,4.0,0.09,0.03,0.0,0.0,0.12000000000000001,GBA
Disney's Peter Pan: Return to Never Land,2002,Platform,Disney Interactive Studios,Crawfish Interactive,4.0,0.08,0.03,0.0,0.0,0.11,GBA
Disney's Tarzan: Return to the Jungle,2002,Action,Activision,Digital Eclipse,6.9,0.25,0.09,0.0,0.01,0.35,GBA
Disney's The Jungle Book,2003,Platform,Ubisoft,Visual Impact,5.0,0.07,0.03,0.0,0.0,0.1,GBA
Disney's Treasure Planet,2002,Action,Disney Interactive Studios,Disney Interactive,6.3,0.2,0.07,0.0,0.01,0.28,GBA
Dissidia 012: Duodecim Final Fantasy,2011,Fighting,Square Enix,Square Enix,8.3,0.21,0.13,0.46,0.09,0.89,PSP
Dissidia: Final Fantasy,2009,Fighting,Square Enix,Square Enix,8.1,0.51,0.51,0.91,0.31,2.24,PSP
Divinity II: Ego Draconis,2010,Role-Playing,CDV Software Entertainment,Larian Studios,6.0,0.19,0.09,0.0,0.03,0.31,PC
Divinity II: The Dragon Knight Saga,2011,Role-Playing,Atlus,Larian Studios,7.5,0.11,0.02,0.0,0.01,0.13,X360
Dogz,2005,Simulation,Ubisoft,MTO,4.1,0.45,0.17,0.0,0.01,0.63,GBA
Dokapon Kingdom,2008,Role-Playing,Atlus,Sting,7.2,0.12,0.0,0.0,0.01,0.13,Wii
Dokapon: Monster Hunter,2001,Role-Playing,AIA,"Asmik Ace Entertainment, Inc",6.4,0.0,0.0,0.0,0.0,0.0,GBA
Don King Presents: Prizefighter,2008,Sports,2K Games,Venom Games,4.0,0.14,0.08,0.0,0.02,0.25,X360
Donkey Kong 64,1999,Platform,Nintendo,Rare Ltd.,9.3,3.33,0.79,1.09,0.06,5.27,N64
Donkey Kong Barrel Blast,2007,Racing,Nintendo,Paon Corporation,4.8,0.19,0.26,0.11,0.06,0.62,Wii
Donkey Kong Country,2003,Platform,Nintendo,Rare Ltd.,7.5,1.2,0.48,0.29,0.07,2.04,GBA
Donkey Kong Country 2,2004,Platform,Nintendo,Rare Ltd.,7.6,0.79,0.27,0.12,0.04,1.23,GBA
Donkey Kong Country 3,2005,Platform,Nintendo,Rare Ltd.,7.5,0.45,0.17,0.14,0.01,0.77,GBA
Donkey Kong Country Returns,2010,Platform,Nintendo,Retro Studios,8.6,3.19,1.81,1.03,0.47,6.5,Wii
Donkey Kong Country Returns 3D,2013,Platform,Nintendo,Monster Games,8.6,0.81,0.75,0.42,0.14,2.13,3DS
Donkey Kong Country: Tropical Freeze,2014,Platform,Nintendo,Retro Studios,8.8,1.45,1.29,0.42000000000000004,0.25,3.4,NS
Donkey Kong Jungle Beat,2005,Platform,Nintendo,Nintendo EAD Tokyo,7.9,0.84,0.22,0.24,0.04,1.34,GC
Donkey Kong Jungle Climber,2007,Platform,Nintendo,Paon Corporation,7.8,0.25,0.03,0.24,0.03,0.55,DS
Donkey Konga,2004,Misc,Nintendo,Namco,7.3,0.5,0.16,0.46,0.03,1.15,GC
Donkey Konga 2,2005,Misc,Nintendo,Namco,6.5,0.3,0.08,0.0,0.01,0.39,GC
Doom,1993,Shooter,Activision,David A. Palmer Productions,8.0,0.14,0.04,0.0,0.0,0.18000000000000002,GBA
Doom (2016),2017,Shooter,Bethesda Softworks,id Software,8.2,0.24,0.15,0.01,0.04,0.43,NS
Doom 3,2004,Shooter,Activision,id Software,7.0,0.06,0.04,0.0,0.01,0.12,PC
Doom 3: Resurrection of Evil,2005,Shooter,Activision,Nerve Software,8.2,0.53,0.15,0.0,0.03,0.71,XB
Doom 64,1997,Shooter,Midway Games,Midway Studios San Diego,7.4,0.38,0.08,0.0,0.01,0.47,N64
Doom II,1994,Shooter,Activision,Torus Games,8.1,2.0799999999999996,1.41,0.0,0.16,3.65,GBA
Doshin the Giant,2002,Simulation,Nintendo,Param,6.8,0.0,0.0,0.14,0.0,0.14,GC
Double Dragon Advance,2003,Action,Atlus,Million,7.9,0.03,0.01,0.0,0.0,0.05,GBA
Dr. Mario / Puzzle League,2005,Puzzle,Nintendo,Intelligent Systems,7.5,0.12,0.04,0.16,0.01,0.33,GBA
Dr. Mario 64,2001,Puzzle,Nintendo,Newcom,6.0,0.34,0.07,0.0,0.0,0.42,N64
Dr. Muto,2002,Platform,Midway Games,Midway,7.5,0.02,0.01,0.0,0.0,0.03,GC
Dr. Sudoku,2006,Puzzle,Mastiff,Success,6.7,0.0,0.0,0.0,0.0,0.01,GBA
Dragon Age II,2011,Role-Playing,Electronic Arts,BioWare Corp.,7.7,1.35,0.88,0.060000000000000005,0.29,2.58,Multi_Plateforme
Dragon Age Origins: Awakening,2010,Role-Playing,Electronic Arts,BioWare Corp.,8.3,0.58,0.2,0.0,0.08,0.87,Multi_Plateforme
Dragon Age: Origins,2009,Role-Playing,Electronic Arts,BioWare Edmonton,8.5,2.7199999999999998,1.4300000000000002,0.11,0.47,4.73,Multi_Plateforme
Dragon Ball FighterZ,2018,Fighting,Bandai Namco Entertainment,Arc System Works,9.0,0.21,0.13,0.07,0.03,0.44,NS
Dragon Ball GT: Transformation,2005,Action,Atari,Webfoot Technologies,7.7,0.2,0.08,0.0,0.01,0.28,GBA
Dragon Ball Z: Attack of the Saiyans,2009,Role-Playing,Namco Bandai,Monolith Soft,7.2,0.12,0.02,0.21,0.01,0.36,DS
Dragon Ball Z: Budokai,2003,Fighting,Atari,Pyramid,6.8,0.53,0.14,0.0,0.02,0.69,GC
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,Spike / Bandai Namco Games,7.5,0.32,0.36,0.26,0.08,1.03,Wii
Dragon Ball Z: Burst Limit,2008,Fighting,Atari,Dimps Corporation,7.3,0.45999999999999996,0.52,0.21,0.16999999999999998,1.3399999999999999,PS3
Dragon Ball Z: Buu's Fury,2004,Action,Atari,Webfoot Technologies,5.9,0.44,0.16,0.0,0.01,0.61,GBA
Dragon Ball Z: Collectible Card Game,2002,Misc,Infogrames,Magellan Interactive,6.0,0.33,0.12,0.0,0.01,0.46,GBA
Dragon Ball Z: Extreme Butoden,2015,Fighting,Namco Bandai Games,Arc System Works,5.0,0.13,0.03,0.17,0.02,0.35,3DS
Dragon Ball Z: Sagas,2005,Fighting,Atari,Avalanche Software,5.7,0.16,0.04,0.0,0.01,0.21,GC
Dragon Ball Z: Shin Budokai,2006,Fighting,Atari,Dimps Corporation,7.4,0.26,0.08,0.13,0.07,0.54,PSP
Dragon Ball Z: Shin Budokai - Another Road,2007,Fighting,Atari,Dimps Corporation,7.2,0.19,0.09,0.08,0.07,0.43,PSP
Dragon Ball Z: Supersonic Warriors,2004,Fighting,Atari,Banpresto,7.1,0.36,0.13,0.0,0.01,0.51,GBA
Dragon Ball Z: Taiketsu,2003,Fighting,Atari,Webfoot Technologies,3.8,0.77,0.29,0.0,0.02,1.08,GBA
Dragon Ball Z: Tenkaichi Tag Team,2010,Fighting,Namco Bandai,Dimps Corporation,6.0,0.11,0.04,0.09,0.03,0.27,PSP
Dragon Ball Z: The Legacy of Goku,2002,Role-Playing,Infogrames,Webfoot Technologies,6.5,1.52,0.12,0.0,0.05,1.69,GBA
Dragon Ball Z: The Legacy of Goku II,2003,Role-Playing,Atari,Webfoot Technologies,7.6,0.78,0.29,0.0,0.02,1.09,GBA
Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,Namco Bandai,Spike,5.0,0.66,0.28,0.09999999999999999,0.12000000000000001,1.1600000000000001,PS3
Dragon Ball: Advanced Adventure,2006,Action,Atari,Dimps Corporation,7.7,0.03,0.01,0.0,0.0,0.04,GBA
Dragon Ball: Evolution,2009,Fighting,Namco Bandai,Dimps Corporation,3.4,0.09,0.0,0.0,0.01,0.1,PSP
Dragon Ball: Fusions,2016,Role-Playing,Namco Bandai Games,Ganbarion,6.3,0.17,0.09,0.24,0.03,0.54,3DS
Dragon Ball: Origins 2,2010,Action,Namco Bandai,Game Republic,6.9,0.05,0.02,0.08,0.01,0.16,DS
Dragon Ball: Raging Blast,2009,Fighting,Namco Bandai,Spike,5.6,0.73,0.27,0.13,0.14,1.28,PS3
Dragon Ball: Raging Blast 2,2010,Fighting,Namco Bandai,Spike,6.0,0.9199999999999999,0.28,0.12,0.15000000000000002,1.47,PS3
Dragon Ball: Revenge of King Piccolo,2009,Action,Namco Bandai,Bandai Namco Games,6.1,0.12,0.03,0.03,0.02,0.2,Wii
Dragon Ball: Xenoverse 2,2016,Action,Namco Bandai Games,Dimps Corporation,7.1,0.7100000000000001,0.75,0.33,0.26,2.05,NS
Dragon Quest Builders: Revive Alefgard,2018,Role-Playing,Square Enix,Square Enix,8.0,0.07,0.07,0.07,0.01,0.22,NS
Dragon Quest Heroes: Rocket Slime,2006,Adventure,Square Enix,TOSE Software,8.3,0.13,0.0,0.31,0.01,0.44,DS
Dragon Quest IV: Chapters of the Chosen,2008,Role-Playing,Square Enix,ArtePiazza,8.1,0.3,0.02,1.27,0.03,1.62,DS
Dragon Quest IX: Sentinels of the Starry Skies,2010,Role-Playing,Nintendo,Level 5,8.6,0.63,0.67,4.35,0.15,5.79,DS
Dragon Quest Monsters: Joker,2007,Role-Playing,Square Enix,TOSE Software,7.6,0.23,0.03,1.49,0.02,1.77,DS
Dragon Quest Monsters: Joker 2,2011,Role-Playing,Nintendo,TOSE Software,8.1,0.09,0.07,1.24,0.02,1.42,DS
Dragon Quest V: Hand of the Heavenly Bride,2009,Role-Playing,Square Enix,ArtePiazza,8.6,0.17,0.02,1.36,0.02,1.57,DS
Dragon Quest VI: Realms of Revelation,2011,Role-Playing,Nintendo,ArtePiazza,7.6,0.2,0.15,1.35,0.03,1.73,DS
Dragon Quest VII,2001,Role-Playing,Enix,Heart Beat,8.0,0.2,0.14,4.1,0.02,4.47,PS
Dragon Quest VIII: Journey of the Cursed King,2005,Role-Playing,Nintendo,Level 5 / Armor Project,8.6,0.79,0.86,4.49,0.22,6.359999999999999,3DS
Dragon Quest XI: Echoes of an Elusive Age,2018,Role-Playing,Square Enix,Square Enix,9.5,0.29,0.22,1.43,0.1,2.04,PS4
Dragon Valor,2000,Role-Playing,Namco,Namco,6.1,0.04,0.03,0.0,0.0,0.07,PS
Dragoneer's Aria,2007,Role-Playing,NIS America,Hit Maker,5.2,0.02,0.0,0.05,0.0,0.07,PSP
Drawn to Life: The Next Chapter,2009,Adventure,THQ,5TH Cell,5.8,0.72,0.53,0.0,0.14,1.4,DS
Dream Trigger 3D,2011,Shooter,D3 Publisher,Art Corporation,5.7,0.04,0.02,0.0,0.01,0.07,3DS
Dreamcast Collection,2011,Misc,Sega,Sega,5.3,0.16,0.06,0.0,0.02,0.24,X360
Dreamfall: The Longest Journey,2006,Adventure,Aspyr,Funcom,7.4,0.0,0.0,0.0,0.0,0.0,PC
Drill Dozer,2006,Platform,Nintendo,Game Freak,7.9,0.04,0.01,0.0,0.0,0.05,GBA
Driveclub,2014,Racing,Sony Computer Entertainment,Evolution Studios,7.2,0.37,1.63,0.02,0.36,2.37,PS4
Driven,2001,Racing,BAM! Entertainment,Crawfish Interactive,6.8,0.02,0.01,0.0,0.0,0.03,GBA
Driver,1999,Action,GT Interactive,Reflections Interactive,8.5,3.11,2.8,0.02,0.33,6.27,PC
Driver '76,2007,Racing,Ubisoft,Sumo Digital,5.5,0.03,0.14,0.0,0.07,0.24,PSP
Driver 2,2000,Action,Atari,Reflections Interactive,7.0,2.36,2.1,0.02,0.25,4.73,PS
Driver 2 Advance,2002,Action,Atari,Sennari Interactive,6.8,0.25,0.09,0.0,0.01,0.34,GBA
Driver: Parallel Lines,2007,Racing,Ubisoft,Reflections Interactive,5.9,0.01,0.01,0.0,0.0,0.03,Wii
Driver: Renegade,2011,Racing,Ubisoft,Ubisoft,3.5,0.05,0.04,0.0,0.01,0.09,3DS
Driver: San Francisco,2011,Racing,Ubisoft,Ubisoft Reflections,7.0,0.61,1.09,0.01,0.29000000000000004,2.01,Multi_Plateforme
Drome Racers,2003,Racing,THQ,Mobius Entertainment,7.5,0.02,0.01,0.0,0.0,0.03,GBA
Dual Blades,2002,Fighting,Metro 3D,Metro3D,6.0,0.0,0.0,0.0,0.0,0.0,GBA
Dual Hearts,2002,Role-Playing,Atlus,Matrix Software,7.5,0.03,0.02,0.0,0.01,0.05,PS2
DuckTales: Remastered,2013,Platform,Capcom,WayForward,8.6,0.01,0.04,0.0,0.01,0.05,PS3
Duel Masters: Kaijudo Showdown,2004,Misc,Atari,Mistic Software,5.8,0.16,0.06,0.0,0.0,0.22,GBA
Duel Masters: Sempai Legends,2004,Misc,Atari,Mistic Software,7.1,0.21,0.08,0.0,0.01,0.29,GBA
Duke Nukem Advance,2002,Shooter,Take-Two Interactive,Torus Games,8.5,0.0,0.0,0.0,0.0,0.01,GBA
